CENARIO;1000;5000;10000;15000
Aleatorio;1.4802;38.5586;141.971;319.8599
Crescente;1.421;35.273;138.96;317.201
Decrescente;1.535;44.808;212.132;507.895
Quase_Ordenado;1.4269;35.8054;140.5919;317.8558
