CENARIO;1000;5000;10000;15000
Aleatorio;0.1656;1.0796;2.363;3.7349
Crescente;0.164;0.981;1.813;2.915
Decrescente;0.135;0.808;2.832;3.332
Quase_Ordenado;0.1661;1.0092;2.1627;3.3141
