CENARIO;1000;5000;10000;15000
Aleatorio;0.1339;0.8345;1.5589;3.9357
Crescente;2.587;63.453;147.587;326.419
Decrescente;1.375;35.402;197.152;390.107
Quase_Ordenado;0.1099;0.6603;1.5665;2.3438
