CENARIO;1000;5000;10000;15000
Aleatorio;4.1885;71.8119;338.9213;843.0002
Crescente;0.003;0.014;0.028;0.041
Decrescente;2.78;82.325;285.198;637.874
Quase_Ordenado;1.6513;44.3351;189.1538;426.5248
