CENARIO;1000;5000;10000;15000
Aleatorio;0.2413;1.3171;2.7666;4.4503
Crescente;0.0;2.007;4.014;2.29
Decrescente;0.0;2.005;2.005;4.011
Quase_Ordenado;0.234;0.6572;2.428;3.366
