CENARIO;1000;5000;10000;15000
Aleatorio;499499;12497499;49994999;112492499
Crescente;499499;12497499;49994999;112492499
Decrescente;499499;12497499;49994999;112492499
Quase_Ordenado;499499;12497499;49994999;112492499
