CENARIO;1000;5000;10000;15000
Aleatorio;249293;6248427;25034587;56236891
Crescente;999;4999;9999;14999
Decrescente;499349;12496767;49993498;112490432
Quase_Ordenado;58750;1443287;5879533;13444225
