CENARIO;1000;5000;10000;15000
Aleatorio;498419;12492386;49984278;112480533
Crescente;999;4999;9999;14999
Decrescente;499500;12497500;49995000;112492499
Quase_Ordenado;491911;12478892;49949994;112423591
