CENARIO;1000;5000;10000;15000
Aleatorio;2.3083;84.1046;361.5608;1041.3134
Crescente;0.0;0.0;0.0;0.0
Decrescente;0.0;75.462;281.843;691.012
Quase_Ordenado;1.8803;49.4003;200.7085;429.8839
