CENARIO;1000;5000;10000;15000
Aleatorio;0.1893;1.2163;2.7475;4.4985
Crescente;1.128;0.0;1.141;0.0
Decrescente;0.0;0.0;2.007;2.006
Quase_Ordenado;0.038;0.8366;2.49;4.2392
